Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
ARCH-206-500,8,4,0,0,0,12,3.666,0,0,0,0,0,12,LUTZ S
ARCH-206-501,8,4,0,0,0,12,3.666,2,0,0,0,0,14,CLAYTON M
ARCH-206-502,6,7,2,0,0,15,3.266,0,0,0,0,0,15,TRIPP A
ARCH-206-503,15,0,0,0,0,15,4.000,0,0,0,1,0,16,ESQUIVEL J
ARCH-206-504,16,0,0,0,0,16,4.000,0,0,0,0,0,16,JAIN P
ARCH-206-505,14,1,0,0,0,15,3.933,0,0,0,0,0,15,FARAHBAKHSH M
ARCH-206-506,10,2,2,0,0,14,3.571,0,0,0,0,0,14,WARDEN R
ARCH-212-500,12,14,4,4,0,34,3.000,0,0,0,0,0,34,ZHU X
ARCH-212-700,27,18,2,0,1,48,3.458,0,0,0,1,0,49,LU Z
ARCH-213-500,77,36,16,2,3,134,3.358,0,0,0,7,0,141,BELTRAN L
ARCH-213-501,17,10,1,0,0,28,3.571,0,0,0,1,0,29,BELTRAN L
ARCH-216-500,25,1,0,0,1,27,3.814,0,0,0,3,0,30,TUZUN CANADINC S
ARCH-216-501,13,5,0,0,0,18,3.722,0,0,0,2,0,20,GAYK M
ARCH-249-201,2,3,2,0,0,7,3.000,0,0,0,0,0,7,GLOWACKI K
ARCH-249-503,73,46,23,2,3,147,3.251,0,0,0,2,0,149,GLOWACKI K
ARCH-249-504,10,17,3,0,1,31,3.129,0,0,0,0,0,31,GLOWACKI K
ARCH-249-700,94,83,28,5,3,213,3.220,1,0,0,10,0,224,CAFFEY S
ARCH-250-200,7,3,0,0,0,10,3.700,0,0,0,0,0,10,KLEIN N
ARCH-250-501,60,61,21,1,1,144,3.236,0,0,0,4,0,148,KLEIN N
ARCH-250-502,24,16,3,0,1,44,3.409,0,0,0,0,0,44,KLEIN N
ARCH-250-700,77,13,6,0,0,96,3.739,0,0,0,2,0,98,CAMPAGNOL G
ARCH-250-701,16,21,6,1,3,47,2.978,0,0,0,1,0,48,KAVURU M
ARCH-305-931,13,4,0,0,0,17,3.764,0,0,0,0,0,17,AITANI K
