Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
AERO-201-500,7,21,20,3,0,51,2.627,0,0,0,2,0,53,SHRYOCK K
AERO-211-500,15,18,8,1,3,45,2.911,0,0,0,4,0,49,DEMARS K
AERO-212-200,7,11,10,1,0,29,2.827,0,0,0,1,0,30,BOYD J
AERO-212-500,0,25,20,3,3,51,2.313,1,0,0,3,0,55,BOYD J
AERO-212-502,15,33,18,4,2,72,2.763,0,0,0,9,0,81,ANDRIENKO D
AERO-214-501,15,31,23,5,3,77,2.649,1,0,0,6,0,84,NARAGHI M
AERO-214-502,22,47,11,2,0,82,3.085,0,0,0,4,0,86,TALREJA R
AERO-222-200,18,4,0,0,0,22,3.818,0,0,0,0,0,22,TROPINA A
AERO-222-500,12,7,3,0,1,23,3.260,0,0,0,0,0,23,TROPINA A
AERO-222-501,11,8,1,0,1,21,3.333,0,0,0,0,0,21,TROPINA A
AERO-222-502,14,5,3,0,0,22,3.500,0,0,0,1,0,23,TROPINA A
AERO-222-503,8,12,2,1,0,23,3.173,0,0,0,0,0,23,TROPINA A
AERO-222-504,11,5,5,1,0,22,3.181,0,0,0,0,0,22,TROPINA A
AERO-222-506,8,7,1,0,1,17,3.235,0,0,0,2,0,19,TROPINA A
AERO-301-500,9,17,7,1,4,38,2.684,0,0,0,5,0,43,LIMBACH C
AERO-303-200,3,6,0,0,0,9,3.333,0,0,0,0,0,9,REED H
AERO-303-500,91,34,7,4,3,139,3.482,0,0,0,3,0,142,REED H
AERO-304-500,25,25,15,0,4,69,2.971,0,0,0,5,0,74,KINRA V
AERO-306-500,5,15,13,4,1,38,2.500,1,0,0,8,0,47,WHITCOMB J
AERO-306-501,60,5,2,0,1,68,3.808,0,0,0,1,0,69,STROUBOULIS T
AERO-307-900,35,10,2,1,1,49,3.571,0,0,0,1,0,50,NARAGHI M
AERO-310-502,31,9,4,0,2,46,3.456,0,0,0,2,0,48,BHATTACHARYA R
AERO-321-200,3,3,0,0,0,6,3.500,0,0,0,0,0,6,VALASEK J
AERO-321-500,18,52,43,21,5,139,2.410,0,0,0,8,0,147,VALASEK J
AERO-351-501,2,21,23,2,5,53,2.203,2,0,0,28,0,83,CIZMAS P
AERO-351-502,10,33,38,4,1,86,2.546,0,0,0,0,0,86,KARPETIS A
AERO-402-500,51,0,0,0,0,51,4.000,0,0,0,0,0,51,WORSHAM B
AERO-402-501,28,0,0,0,0,28,4.000,0,0,0,0,0,28,CHAMITOFF G
AERO-402-503,10,4,0,0,0,14,3.714,0,0,0,0,0,14,HARTL D
AERO-402-504,16,0,0,0,0,16,4.000,0,0,0,0,0,16,SELVA VALERO D
AERO-402-505,39,0,0,0,0,39,4.000,0,0,0,0,0,39,DIAZ ARTILES A
AERO-402-506,20,0,0,0,0,20,4.000,0,0,0,0,0,20,BHATTACHARYA R
AERO-411-500,16,3,3,0,0,22,3.590,0,0,0,0,0,22,KINRA V
AERO-413-500,9,15,20,6,1,51,2.490,1,0,0,12,0,64,BOYD J
AERO-420-501,19,11,4,0,0,34,3.441,0,0,0,1,0,35,STRGANAC T
AERO-422-501,30,55,12,4,3,104,3.009,0,0,0,1,0,105,DEMARS K
AERO-423-500,27,23,11,4,4,69,2.942,0,0,0,4,0,73,MORTARI D
AERO-430-500,37,7,5,0,1,50,3.580,0,0,0,8,0,58,STROUBOULIS T
AERO-451-500,64,6,1,0,1,72,3.833,0,0,0,0,0,72,CHAMITOFF G
AERO-452-200,6,0,1,0,0,7,3.714,0,0,0,0,0,7,DONZIS D
AERO-452-501,67,15,8,3,3,96,3.458,0,0,0,3,0,99,DONZIS D
AERO-489-500,7,16,1,0,0,24,3.250,0,0,0,1,0,25,WONG Z
AERO-489-501,8,3,5,1,3,20,2.600,0,0,0,3,0,23,CIZMAS P
AERO-489-502,5,11,0,0,0,16,3.312,0,0,0,1,0,17,CURRIE-GREGG N
AERO-489-503,11,4,2,0,0,17,3.529,1,0,0,0,0,18,TROPINA A
AERO-489-900,4,4,0,0,0,8,3.500,0,0,0,0,0,8,NARAGHI M
AERO-491-244,6,0,0,0,0,6,4.000,0,0,0,0,0,6,MOBLE B
AERO-602-600,13,6,3,0,0,22,3.454,0,0,0,6,0,28,KARPETIS A
