Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
ATMO-201-501,43,18,10,5,0,76,3.302,0,0,0,4,0,80,SCHUMACHER C
ATMO-201-502,40,41,24,5,0,110,3.054,0,0,0,25,0,135,CONLEE D
ATMO-201-503,28,17,8,4,2,59,3.101,0,0,0,6,0,65,NIELSEN E
ATMO-201-599,119,129,79,4,0,331,3.096,2,0,0,8,0,341,EPIFANIO C
ATMO-202-501,14,7,2,0,1,24,3.375,0,0,0,1,0,25,CONLEE D
ATMO-202-502,19,4,2,0,0,25,3.680,0,0,0,0,0,25,CONLEE D
ATMO-202-504,15,6,0,0,1,22,3.545,0,0,0,2,0,24,CONLEE D
ATMO-202-505,20,2,0,0,0,22,3.909,0,0,0,2,0,24,CONLEE D
ATMO-202-508,16,5,2,0,1,24,3.458,0,0,0,1,0,25,CONLEE D
ATMO-321-500,8,10,5,0,0,23,3.130,1,0,0,1,0,25,SZUNYOGH I
ATMO-324-501,16,2,1,0,0,19,3.789,0,0,0,0,0,19,NIELSEN-GAMMON J
ATMO-324-502,10,2,1,0,0,13,3.692,0,0,0,1,0,14,NIELSEN-GAMMON J
ATMO-352-501,12,5,2,1,1,21,3.238,0,0,0,0,0,21,NIELSEN E
ATMO-352-502,8,3,5,2,0,18,2.944,0,0,0,1,0,19,NIELSEN E
ATMO-435-501,10,8,12,0,0,30,2.933,0,0,0,0,0,30,KORTY R
ATMO-441-501,5,6,10,0,0,21,2.761,0,0,0,0,0,21,RAPP A
ATMO-455-500,4,2,1,0,0,7,3.428,0,0,0,2,0,9,SZUNYOGH I
ATMO-456-900,17,15,0,0,0,32,3.531,0,0,0,0,0,32,CONLEE D
ATMO-461-501,10,1,0,0,0,11,3.909,0,0,0,0,0,11,WINKLEY S
ATMO-463-500,4,3,0,0,0,7,3.571,0,0,0,0,0,7,BROOKS S
ATMO-463-900,11,2,0,0,0,13,3.846,0,0,0,0,0,13,BROOKS S
ATMO-485-501,7,0,0,0,0,7,4.000,0,0,0,0,0,7,CONLEE D
ATMO-611-600,9,1,0,0,0,10,3.900,0,0,0,0,0,10,EPIFANIO C
ATMO-612-600,4,3,0,0,0,7,3.571,0,0,0,0,0,7,LIU X
ATMO-613-600,3,4,0,0,0,7,3.428,0,0,0,0,0,7,ZHANG R
ATMO-629-600,8,3,0,0,0,11,3.727,0,0,0,0,0,11,SCHADE G
ATMO-638-600,3,1,1,0,0,5,3.400,0,0,0,0,0,5,NOWOTARSKI C
ATMO-689-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,DESSLER A
ATMO-689-601,8,0,0,0,0,8,4.000,0,0,0,0,0,8,ZHANG Y
GEOS-101-501,7,1,2,0,0,10,3.444,0,0,0,0,0,10,HOEFIG T
GEOS-101-511,9,0,0,0,0,9,4.000,0,0,0,1,0,10,NUNEZ J
GEOS-105-500,13,16,9,3,1,42,2.880,0,0,0,1,0,43,THORNTON D
GEOS-110-500,45,6,2,0,0,53,3.811,0,0,0,1,0,54,KENDERES E
GEOS-205-500,21,1,0,0,1,23,3.782,0,0,0,1,0,24,ROARK E
GEOS-205-501,24,1,0,0,0,25,3.960,0,0,0,0,1,26,ROARK E
