Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
ARCH-206-500,17,0,0,0,0,17,4.000,0,0,0,0,0,17,KIM H
ARCH-206-501,11,3,2,0,0,16,3.562,0,0,0,0,0,16,KIM H
ARCH-206-502,10,4,0,2,0,16,3.375,0,0,0,0,0,16,LUTZ S
ARCH-206-503,3,4,3,2,0,12,2.666,0,0,0,1,0,13,HAWKINS A
ARCH-206-504,15,0,0,0,0,15,4.000,0,0,0,0,0,15,ESQUIVEL J
ARCH-206-505,14,0,0,0,0,14,4.000,2,0,0,0,0,16,DE LIMA VAZ XAVIER
ARCH-206-506,11,6,0,0,0,17,3.647,0,0,0,0,0,17,VAHDAT ZAD V
ARCH-212-500,29,25,5,4,0,63,3.253,0,0,0,2,0,65,LU Z
ARCH-212-501,8,12,5,1,0,26,3.038,0,0,0,0,0,26,LU Z
ARCH-213-500,54,52,16,6,2,130,3.153,0,0,0,3,0,133,BELTRAN L
ARCH-213-501,13,18,4,0,2,37,3.081,0,0,0,2,0,39,BELTRAN L
ARCH-216-500,10,3,0,0,0,13,3.769,0,0,0,0,0,13,MANSOORI M
ARCH-216-501,10,4,0,0,0,14,3.714,0,0,0,0,0,14,KIM H
ARCH-249-201,13,0,1,0,0,14,3.857,0,0,0,0,0,14,CAFFEY S
ARCH-249-503,59,33,16,9,4,121,3.107,0,0,0,2,40,163,CAFFEY S
ARCH-249-504,33,7,5,0,0,45,3.622,0,0,0,0,1,46,CAFFEY S
ARCH-249-700,44,15,5,2,0,66,3.530,1,0,0,12,21,100,CAFFEY S
ARCH-250-200,10,0,0,0,0,10,4.000,0,0,0,0,0,10,KLEIN N
ARCH-250-501,87,53,17,1,4,162,3.345,0,0,0,3,0,165,KLEIN N
ARCH-250-502,27,17,4,2,0,50,3.380,0,0,0,0,0,50,KLEIN N
ARCH-250-503,15,11,10,6,5,47,2.531,0,0,0,5,0,52,STEWART Z
ARCH-250-700,69,19,4,3,1,96,3.583,0,0,0,3,0,99,CAMPAGNOL G
ARCH-250-701,86,12,0,0,1,99,3.838,0,0,0,0,0,99,CAMPAGNOL G
ARCH-260-500,7,0,0,0,0,7,4.000,0,0,0,0,0,7,IISAKA M
ARCH-305-931,3,5,1,1,0,10,3.000,0,0,0,1,0,11,VAHDAT ZAD V
ARCH-305-932,15,0,0,0,0,15,4.000,0,0,0,0,0,15,CATAO CARTAXO
ARCH-305-933,10,1,0,0,0,11,3.909,1,0,0,0,0,12,STEWART K
ARCH-305-934,9,2,0,0,0,11,3.818,0,0,0,0,0,11,LOPEZ DINARDI M
ARCH-317-500,10,1,0,0,0,11,3.909,0,0,0,3,0,14,GORJIAN M
ARCH-327-500,7,1,0,0,0,8,3.875,0,0,0,0,0,8,OSTADALIMAKHMALBAF
ARCH-328-500,6,1,0,0,0,7,3.857,0,0,0,0,10,17,OBRIEN M
ARCH-331-500,7,17,11,9,2,46,2.391,0,0,0,9,0,55,NICHOLS A
ARCH-335-500,18,28,6,0,0,52,3.230,2,0,0,1,0,55,HABERL J
ARCH-345-502,29,22,5,0,2,58,3.310,0,0,0,0,0,58,HOLLIDAY S
ARCH-346-500,9,16,2,0,0,27,3.259,0,0,0,2,0,29,GLOWACKI K
ARCH-350-501,61,41,10,2,1,115,3.382,0,0,0,0,0,115,CAMPAGNOL G
ARCH-350-700,47,34,12,1,1,95,3.315,0,0,0,3,0,98,CAMPAGNOL G
ARCH-406-501,16,0,0,0,0,16,4.000,0,0,0,0,0,16,ESQUIVEL J
ARCH-406-502,8,8,0,0,0,16,3.500,0,0,0,0,0,16,GEVA A
ARCH-406-503,16,2,0,0,0,18,3.888,0,0,0,0,0,18,AITANI K
ARCH-406-504,5,0,0,0,0,5,4.000,0,0,0,0,0,5,MANN G
ARCH-406-505,11,1,0,0,0,12,3.916,0,0,0,0,0,12,HAMILTON D
ARCH-421-500,7,5,1,2,1,16,2.937,0,0,0,3,0,19,CULP C
ARCH-434-500,5,7,7,1,1,21,2.666,0,0,0,0,0,21,KLEIN N
ARCH-458-200,5,0,0,0,0,5,4.000,0,0,0,0,0,5,HILL R
ARCH-458-500,62,18,0,1,0,81,3.740,0,0,0,0,0,81,HILL R
ARCH-485-501,23,1,0,0,0,24,3.958,0,0,0,0,0,24,ABBOTT E
ARCH-494-570,22,0,0,0,0,22,4.000,1,0,0,0,0,23,ABBOTT E
ARCH-602-600,5,5,1,0,0,11,3.363,0,0,0,0,0,11,BORGES GONZALEZ A
ARCH-606-601,0,10,0,0,0,10,3.000,0,0,0,0,0,10,HSU F
