Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
VMID-927-301,96,31,0,0,0,127,3.755,2,0,0,0,0,129,CORNELL K
VMID-940-301,117,10,1,0,0,128,3.906,1,0,0,0,0,129,CORNELL K
VMID-960-301,60,58,11,0,0,129,3.379,0,0,0,0,0,129,CORNELL K
VMID-962-301,106,23,0,0,0,129,3.821,0,0,0,0,0,129,CORNELL K
VMID-963-301,105,22,2,0,0,129,3.798,0,0,0,0,0,129,CORNELL K
VMID-975-301,15,1,0,0,0,16,3.937,0,0,0,0,0,16,CORNELL K
VMID-975-302,14,2,0,0,0,16,3.875,0,0,0,0,0,16,CORNELL K
VMID-975-303,12,3,0,0,0,15,3.800,1,0,0,0,0,16,CORNELL K
VMID-975-304,14,2,0,0,0,16,3.875,0,0,0,0,0,16,CORNELL K
VMID-975-305,15,1,0,0,0,16,3.937,0,0,0,0,0,16,CORNELL K
VMID-975-306,14,2,0,0,0,16,3.875,0,0,0,0,0,16,CORNELL K
VMID-975-307,13,3,0,0,0,16,3.812,0,0,0,0,0,16,CORNELL K
VMID-975-308,9,5,0,0,0,14,3.642,2,0,0,0,0,16,CORNELL K
DEPARTMENT TOTAL:,590,163,14,0,0,767,3.750,6,0,0,0,0,773,
VLCS-940-301,45,57,4,0,0,106,3.386,0,0,0,0,0,106,CORNELL K
VLCS-940-302,16,5,2,0,0,23,3.608,0,0,0,0,0,23,CORNELL K
VLCS-941-301,73,54,1,0,0,128,3.562,1,0,0,0,0,129,CORNELL K
VLCS-941-302,13,9,1,0,0,23,3.521,0,0,0,0,0,23,CORNELL K
VLCS-945-301,16,7,0,0,0,23,3.695,0,0,0,0,0,23,CORNELL K
VLCS-945-302,16,7,0,0,0,23,3.695,0,0,0,0,0,23,CORNELL K
VLCS-945-303,20,3,0,0,0,23,3.869,0,0,0,0,0,23,CORNELL K
VLCS-945-304,14,9,0,0,0,23,3.608,0,0,0,0,0,23,CORNELL K
VLCS-945-305,29,20,1,0,0,50,3.560,0,0,0,0,0,50,CORNELL K
VLCS-945-306,46,3,0,0,0,49,3.938,1,0,0,0,0,50,CORNELL K
VLCS-945-307,20,3,0,0,0,23,3.869,0,0,0,0,0,23,CORNELL K
VLCS-945-308,21,6,0,0,0,27,3.777,0,0,0,0,0,27,CORNELL K
VLCS-945-309,16,11,0,0,0,27,3.592,0,0,0,0,0,27,CORNELL K
VLCS-945-311,20,3,0,0,0,23,3.869,0,0,0,0,0,23,CORNELL K
DEPARTMENT TOTAL:,365,197,9,0,0,571,3.623,2,0,0,0,0,573,
VSCS-940-301,11,108,9,0,0,128,3.015,0,0,0,0,1,129,CORNELL K
VSCS-940-302,33,30,0,0,0,63,3.523,0,0,0,0,0,63,CORNELL K
VSCS-940-303,63,61,2,1,0,127,3.464,2,0,0,0,0,129,CORNELL K
VSCS-940-304,16,42,6,1,0,65,3.123,1,0,0,0,0,66,CORNELL K
VSCS-941-301,56,69,2,0,1,128,3.398,1,0,0,0,0,129,CORNELL K
VSCS-945-301,28,33,2,0,0,63,3.412,0,0,0,0,0,63,CORNELL K
VSCS-945-302,36,24,3,0,0,63,3.523,0,0,0,0,0,63,CORNELL K
VSCS-945-303,44,19,0,0,0,63,3.698,0,0,0,0,0,63,CORNELL K
VSCS-945-304,53,8,1,0,0,62,3.838,0,0,0,0,1,63,CORNELL K
VSCS-945-305,50,11,2,0,0,63,3.761,0,0,0,0,0,63,CORNELL K
VSCS-945-306,50,11,1,0,0,62,3.790,1,0,0,0,0,63,CORNELL K
VSCS-945-307,53,8,0,0,0,61,3.868,2,0,0,0,0,63,CORNELL K
VSCS-945-308,51,11,1,0,0,63,3.793,0,0,0,0,0,63,CORNELL K
VSCS-945-309,55,6,1,0,0,62,3.870,1,0,0,0,0,63,CORNELL K
VSCS-945-310,39,4,0,0,0,43,3.906,0,0,0,0,0,43,CORNELL K
VSCS-945-311,13,12,2,0,0,27,3.407,0,0,0,0,0,27,CORNELL K
VSCS-945-312,19,7,1,0,0,27,3.666,0,0,0,0,0,27,CORNELL K
VSCS-945-313,20,3,3,0,0,26,3.653,1,0,0,0,0,27,CORNELL K
VSCS-945-314,22,5,0,0,0,27,3.814,0,0,0,0,0,27,CORNELL K
VTPB-940-301,127,2,0,0,0,129,3.984,0,0,0,0,0,129,CORNELL K
DEPARTMENT TOTAL:,127,2,0,0,0,129,3.984,0,0,0,0,0,129,
COLLEGE TOTAL:,1794,834,59,2,1,2690,3.642,17,0,0,0,2,2709,
