Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
AERO-201-500,3,17,9,2,1,32,2.593,0,0,0,1,0,33,SHRYOCK K
AERO-210-200,7,9,5,1,1,23,2.869,0,0,0,1,0,24,BOYD J
AERO-210-500,4,3,6,3,1,17,2.352,0,0,0,2,0,19,BOYD J
AERO-210-501,4,11,12,5,3,35,2.228,0,0,0,3,0,38,BOYD J
AERO-210-502,3,6,10,15,5,39,1.666,0,0,0,4,0,43,LE GRAVEREND J
AERO-210-503,1,7,7,16,10,41,1.341,0,0,0,2,0,43,LE GRAVEREND J
AERO-211-500,12,13,8,3,1,37,2.864,0,0,0,1,0,38,MAJJI M
AERO-212-500,2,8,6,1,1,18,2.500,0,0,0,1,0,19,HARA K
AERO-214-500,4,9,8,6,8,35,1.857,0,0,0,2,0,37,LE GRAVEREND J
AERO-214-501,3,5,9,9,5,31,1.741,0,0,0,2,0,33,LE GRAVEREND J
AERO-214-502,9,17,15,2,1,44,2.704,0,0,0,0,0,44,NARAGHI M
AERO-214-503,9,14,12,6,3,44,2.454,0,0,0,0,0,44,NARAGHI M
AERO-301-500,10,15,10,2,1,38,2.815,0,0,0,2,0,40,GERAKIS A
AERO-303-500,6,10,13,2,0,31,2.645,0,0,0,3,0,34,ANDRIENKO D
AERO-303-501,10,24,25,2,3,64,2.562,0,0,0,2,0,66,WHITE E
AERO-304-500,19,16,4,5,3,47,2.914,0,0,0,2,0,49,KINRA V
AERO-306-500,52,6,0,0,0,58,3.896,0,0,0,2,0,60,STROUBOULIS T
AERO-306-501,9,14,7,3,0,33,2.878,0,0,0,4,0,37,HARTL D
AERO-310-500,21,30,3,1,1,56,3.232,0,0,0,0,0,56,MOBLE B
AERO-321-500,8,17,8,0,0,33,3.000,0,0,0,0,0,33,VADALI S
AERO-321-501,11,31,14,1,0,57,2.912,0,0,0,0,0,57,VADALI S
AERO-351-500,25,24,9,1,0,59,3.237,0,0,0,0,0,59,CIZMAS P
AERO-351-501,16,13,6,0,1,36,3.194,0,0,0,1,0,37,MATULA N
AERO-401-500,13,0,0,0,0,13,4.000,0,0,0,0,0,13,POLLOCK T
AERO-401-501,23,0,0,0,0,23,4.000,0,0,0,0,0,23,LUTZ W
AERO-401-503,23,0,0,0,0,23,4.000,0,0,0,0,0,23,CHAMITOFF G
AERO-402-500,24,1,0,0,0,25,3.960,0,0,0,0,0,25,SELVA VALERO D
AERO-402-501,37,7,0,0,0,44,3.840,0,0,0,0,0,44,ELMENDORF H
AERO-402-502,35,0,0,0,0,35,4.000,0,0,0,0,0,35,POLLOCK T
AERO-405-500,16,21,1,0,0,38,3.394,0,0,0,1,0,39,HARTL D
AERO-413-500,22,36,23,8,1,90,2.777,0,0,0,0,0,90,WONG Z
AERO-417-500,19,17,5,0,0,41,3.341,0,0,0,1,0,42,KARPETIS A
AERO-420-500,13,13,3,0,0,29,3.344,0,0,0,0,0,29,STRGANAC T
AERO-422-500,58,29,5,0,2,94,3.500,0,0,0,2,0,96,CHAMITOFF G
AERO-423-500,23,26,5,1,2,57,3.175,0,0,0,0,0,57,MORTARI D
AERO-425-500,15,8,1,0,0,24,3.583,0,0,0,0,0,24,VALASEK J
AERO-430-500,17,7,1,0,0,25,3.640,0,0,0,2,0,27,STROUBOULIS T
AERO-452-500,23,24,16,1,2,66,2.984,0,0,0,1,0,67,REED H
AERO-485-200,22,6,1,0,1,30,3.600,0,0,0,0,0,30,MORTARI D
AERO-485-500,8,2,0,0,0,10,3.800,0,0,0,0,0,10,MORTARI D
AERO-485-501,33,9,1,0,0,43,3.744,0,0,0,0,0,43,MORTARI D
AERO-485-502,27,4,0,0,0,31,3.870,0,0,0,0,0,31,CRUZADO GARCIA A
