Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
CHEN-432-300,3,8,0,0,0,11,3.272,0,0,0,0,0,11,SALAMA G
CHEN-489-300,8,1,0,0,0,9,3.888,0,0,0,1,0,10,CHENG Z
DEPARTMENT TOTAL:,11,9,0,0,0,20,3.612,0,0,0,1,0,21,
ASCC-289-300,0,6,0,1,0,7,2.714,0,0,0,0,0,7,ELSHEIKH A
ENGL-210-301,17,1,0,0,0,18,3.944,0,0,0,0,0,18,HINGTGEN L
ENGL-210-302,16,2,0,0,0,18,3.888,0,0,0,0,0,18,HINGTGEN L
ENGL-219-300,22,0,1,1,0,24,3.791,0,0,0,1,1,26,GOOGASIAN V
HIST-230-300,15,1,0,0,0,16,3.937,0,0,0,0,0,16,BOUNDS B
HIST-258-300,21,0,0,0,0,21,4.000,0,0,0,1,0,22,VAN DE LOGT M
POLS-206-300,18,3,0,0,0,21,3.857,0,0,0,0,0,21,ROGERS J
POLS-207-300,25,4,1,0,0,30,3.800,0,0,0,0,0,30,ROGERS J
DEPARTMENT TOTAL:,134,17,2,2,0,155,3.825,0,0,0,2,1,158,
MATH-150-300,0,4,1,1,0,6,2.500,0,0,0,0,0,6,SOUKIASSIAN Y
MATH-151-300,1,3,3,4,0,11,2.090,0,0,0,0,0,11,SOUKIASSIAN Y
MATH-152-301,17,3,2,0,0,22,3.681,0,0,0,0,0,22,ELGINDI A
MATH-152-302,13,4,0,0,0,17,3.764,0,0,0,0,0,17,ELGINDI A
MATH-152-303,11,6,0,1,0,18,3.500,0,0,0,0,0,18,ELGINDI A
MATH-311-300,11,6,4,1,0,22,3.227,0,0,0,0,0,22,HUANG T
PHYS-206-300,9,20,11,6,1,47,2.638,0,0,0,0,0,47,BELIC M
PHYS-207-300,0,5,6,14,0,25,1.640,0,0,0,2,0,27,NHA H
DEPARTMENT TOTAL:,62,51,27,27,1,168,2.927,0,0,0,2,0,170,
ECEN-214-300,12,3,0,0,1,16,3.562,0,0,0,0,0,16,ZILANY M
ECEN-314-300,4,0,1,0,0,5,3.600,0,0,0,1,0,6,JI J
ECEN-489-300,14,10,4,0,0,28,3.357,0,0,0,0,0,28,BOUTROS J
ENGR-102-300,4,4,0,0,0,8,3.500,0,0,0,0,0,8,ALNUWEIRI H
ENGR-217-300,4,8,2,0,0,14,3.142,0,0,0,0,0,14,ZILANY M
DEPARTMENT TOTAL:,4,8,2,0,0,14,3.142,0,0,0,0,0,14,
ENGR-216-300,4,4,16,1,0,25,2.440,0,0,0,1,0,26,KERIMOGLU D
MEEN-315-300,1,9,9,2,0,21,2.428,0,0,0,0,0,21,KANNAIYAN K
MEEN-364-300,1,3,3,0,0,7,2.714,0,0,0,0,0,7,GHARIB M
DEPARTMENT TOTAL:,6,16,28,3,0,53,2.477,0,0,0,1,0,54,
COLLEGE TOTAL:,251,118,64,32,2,467,3.273,0,0,0,7,1,475,
