Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
VMID-927-301,90,41,0,0,0,131,3.687,1,0,0,0,0,132,CORNELL K
VMID-940-301,130,1,1,0,0,132,3.977,0,0,0,0,0,132,CORNELL K
VMID-960-301,33,79,20,0,0,132,3.098,0,0,0,0,0,132,CORNELL K
VMID-962-301,115,16,1,0,0,132,3.863,0,0,0,0,0,132,CORNELL K
VMID-963-301,114,17,1,0,0,132,3.856,0,0,0,0,0,132,CORNELL K
VMID-975-301,10,0,0,0,0,10,4.000,0,0,0,0,0,10,CORNELL K
VMID-975-302,9,1,0,0,0,10,3.900,0,0,0,0,0,10,CORNELL K
VMID-975-303,9,0,1,0,0,10,3.800,0,0,0,0,0,10,CORNELL K
VMID-975-304,8,1,1,0,0,10,3.700,0,0,0,0,0,10,CORNELL K
VMID-975-305,10,0,0,0,0,10,4.000,0,0,0,0,0,10,CORNELL K
VMID-975-306,10,0,0,0,0,10,4.000,0,0,0,0,0,10,CORNELL K
VMID-975-307,10,0,0,0,0,10,4.000,0,0,0,0,0,10,CORNELL K
VMID-975-308,8,2,0,0,0,10,3.800,0,0,0,0,0,10,CORNELL K
DEPARTMENT TOTAL:,556,158,25,0,0,739,3.718,1,0,0,0,0,740,
VLCS-940-301,99,15,1,0,0,115,3.852,0,0,0,0,0,115,CORNELL K
VLCS-940-302,16,1,0,0,0,17,3.941,0,0,0,0,0,17,CORNELL K
VLCS-941-301,80,45,3,1,0,129,3.581,3,0,0,0,0,132,CORNELL K
VLCS-941-302,13,4,0,0,0,17,3.764,0,0,0,0,0,17,CORNELL K
VLCS-945-301,16,1,0,0,0,17,3.941,0,0,0,0,0,17,CORNELL K
VLCS-945-302,14,3,0,0,0,17,3.823,0,0,0,0,0,17,CORNELL K
VLCS-945-303,17,0,0,0,0,17,4.000,0,0,0,0,0,17,CORNELL K
VLCS-945-304,16,1,0,0,0,17,3.941,0,0,0,0,0,17,CORNELL K
VLCS-945-305,42,21,0,0,0,63,3.666,0,0,0,0,0,63,CORNELL K
VLCS-945-306,59,4,0,0,0,63,3.936,0,0,0,0,0,63,CORNELL K
VLCS-945-307,17,0,0,0,0,17,4.000,0,0,0,0,0,17,CORNELL K
VLCS-945-308,40,5,0,0,0,45,3.888,1,0,0,0,0,46,CORNELL K
VLCS-945-309,46,0,0,0,0,46,4.000,0,0,0,0,0,46,CORNELL K
VLCS-945-311,15,2,0,0,0,17,3.882,0,0,0,0,0,17,CORNELL K
DEPARTMENT TOTAL:,490,102,4,1,0,597,3.810,4,0,0,0,0,601,
VSCS-940-301,30,96,6,0,0,132,3.181,0,0,0,0,0,132,CORNELL K
VSCS-940-302,32,26,2,0,0,60,3.500,0,0,0,0,0,60,CORNELL K
VSCS-940-303,59,67,5,0,0,131,3.412,1,0,0,0,0,132,CORNELL K
VSCS-940-304,21,46,4,0,0,71,3.239,1,0,0,0,0,72,CORNELL K
VSCS-941-301,66,64,2,0,0,132,3.484,0,0,0,0,0,132,CORNELL K
VSCS-945-301,26,28,4,1,0,59,3.338,0,0,0,0,0,59,CORNELL K
VSCS-945-302,41,14,4,0,0,59,3.627,0,0,0,0,0,59,CORNELL K
VSCS-945-303,36,21,2,0,0,59,3.576,0,0,0,0,0,59,CORNELL K
VSCS-945-304,43,15,1,0,0,59,3.711,0,0,0,0,0,59,CORNELL K
VSCS-945-305,37,21,1,0,0,59,3.610,0,0,0,0,0,59,CORNELL K
VSCS-945-306,44,13,1,0,0,58,3.741,1,0,0,0,0,59,CORNELL K
VSCS-945-307,45,12,1,0,0,58,3.758,1,0,0,0,0,59,CORNELL K
VSCS-945-308,35,22,2,0,0,59,3.559,0,0,0,0,0,59,CORNELL K
VSCS-945-309,47,10,2,0,0,59,3.762,0,0,0,0,0,59,CORNELL K
VSCS-945-310,46,9,1,0,0,56,3.803,0,0,0,0,0,56,CORNELL K
VSCS-945-311,18,26,2,0,0,46,3.347,0,0,0,0,0,46,CORNELL K
VSCS-945-312,22,23,1,0,0,46,3.456,0,0,0,0,0,46,CORNELL K
VSCS-945-313,36,10,0,0,0,46,3.782,0,0,0,0,0,46,CORNELL K
VSCS-945-314,37,8,1,0,0,46,3.782,0,0,0,0,0,46,CORNELL K
VTPB-940-301,131,1,0,0,0,132,3.992,0,0,0,0,0,132,CORNELL K
DEPARTMENT TOTAL:,131,1,0,0,0,132,3.992,0,0,0,0,0,132,
COLLEGE TOTAL:,1898,792,71,2,0,2763,3.659,9,0,0,0,0,2772,
