Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
ATMO-201-501,49,37,10,1,0,97,3.381,0,0,0,0,0,97,SANGER N
ATMO-201-502,66,35,13,7,1,122,3.295,0,0,0,0,0,122,SANGER N
ATMO-201-503,18,17,14,0,1,50,3.020,0,0,0,0,0,50,CONLEE D
ATMO-201-504,25,23,13,1,1,63,3.111,0,0,0,0,0,63,SCHUMACHER C
ATMO-201-506,88,25,0,0,0,113,3.778,0,0,0,1,0,114,LOGAN T
ATMO-201-599,180,65,13,0,0,258,3.647,0,0,0,0,0,258,EPIFANIO C
ATMO-202-501,17,3,0,2,1,23,3.434,0,0,0,0,0,23,LOGAN T
ATMO-202-502,15,5,0,1,1,22,3.454,0,0,0,1,0,23,LOGAN T
ATMO-202-504,17,6,0,0,0,23,3.739,0,0,0,0,0,23,LOGAN T
ATMO-202-505,15,9,0,0,0,24,3.625,0,0,0,0,0,24,LOGAN T
ATMO-202-508,16,2,2,2,0,22,3.454,0,0,0,2,0,24,LOGAN T
ATMO-203-501,11,5,4,0,1,21,3.190,0,0,0,0,0,21,CONLEE D
ATMO-203-502,10,11,3,0,0,24,3.291,0,0,0,0,0,24,CONLEE D
ATMO-321-500,15,4,2,1,1,23,3.347,0,0,0,0,0,23,SZUNYOGH I
ATMO-324-501,1,7,0,0,0,8,3.125,0,0,0,0,0,8,XU Y
ATMO-324-502,3,9,1,0,0,13,3.153,0,0,0,0,0,13,XU Y
ATMO-352-501,7,6,1,0,0,14,3.428,0,0,0,1,0,15,NOWOTARSKI C
ATMO-352-502,10,6,2,0,0,18,3.444,0,0,0,0,0,18,NOWOTARSKI C
ATMO-435-501,9,7,8,0,0,24,3.041,0,0,0,0,0,24,KORTY R
ATMO-441-501,8,4,8,0,0,20,3.000,0,0,0,0,0,20,RAPP A
ATMO-455-500,3,11,0,0,0,14,3.214,0,0,0,0,0,14,SZUNYOGH I
ATMO-456-900,10,5,1,0,0,16,3.562,0,0,0,0,0,16,CONLEE D
ATMO-461-501,10,0,0,0,0,10,4.000,0,0,0,0,0,10,WINKLEY S
ATMO-463-900,11,4,1,0,0,16,3.625,0,0,0,0,0,16,BROOKS S
ATMO-611-600,8,0,0,0,0,8,4.000,0,0,0,0,0,8,EPIFANIO C
ATMO-612-600,6,2,0,0,0,8,3.750,0,0,0,0,0,8,PANETTA R
ATMO-613-600,4,2,0,0,0,6,3.666,0,0,0,0,0,6,ZHANG R
ATMO-629-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,SCHADE G
ATMO-645-600,3,2,0,0,0,5,3.600,0,0,0,0,0,5,LIU X
GEOS-101-501,5,1,0,0,0,6,4.000,0,0,0,0,0,6,LEVAY L
GEOS-101-512,6,0,0,0,0,6,0.000,0,0,0,0,0,6,LOGAN T
GEOS-105-500,6,10,7,1,1,25,2.760,0,0,0,0,0,25,THORNTON D
GEOS-205-500,21,0,1,0,0,22,3.909,0,0,0,0,0,22,ROARK E
GEOS-205-501,8,0,0,0,0,8,4.000,0,0,0,0,0,8,ROARK E
GEOS-210-500,42,41,6,0,0,89,3.404,0,0,0,1,0,90,WILLIAMS T
GEOS-210-598,12,18,5,3,0,38,3.026,0,0,0,1,0,39,DESSLER A
GEOS-210-599,3,3,1,0,0,7,3.285,0,0,0,0,0,7,DESSLER A
GEOS-401-500,24,0,0,0,0,24,4.000,0,0,0,1,0,25,ORSI A
GEOS-405-901,14,3,0,0,0,17,3.823,0,0,0,0,0,17,GOLD BOUCHOT G
GEOS-405-902,25,0,0,0,0,25,4.000,0,0,0,0,0,25,ROARK E
GEOS-405-905,15,0,0,0,0,15,4.000,0,0,0,0,0,15,KNAPPETT P
GEOS-405-907,3,4,1,0,0,8,3.250,0,0,0,0,0,8,GROSSMAN E
GEOS-430-500,39,9,0,0,0,48,3.812,0,0,0,0,0,48,JOCHENS A
GEOS-431-500,21,2,0,0,0,23,3.913,0,0,0,0,0,23,JOCHENS A
GEOS-444-500,11,37,13,1,0,62,2.935,0,0,0,0,0,62,SCHADE G
GEOS-470-500,4,11,3,0,0,18,3.055,1,0,0,0,0,19,POTTER H
GEOS-471-500,9,3,0,0,0,12,3.750,0,0,0,0,0,12,POTTER H
GEOS-481-900,12,0,0,0,0,12,4.000,0,0,0,0,0,12,ROARK E
GEOS-676-775,15,1,0,0,0,16,3.937,0,0,0,0,0,16,KLEIN A
GEOS-689-776,5,4,0,0,1,10,3.200,0,0,0,0,0,10,BAPST D
GEOG-201-501,114,19,5,5,1,144,3.666,0,0,0,0,0,144,BOUNDS B
GEOG-201-599,148,31,3,2,1,185,3.745,0,0,0,0,0,185,BREYER E
GEOG-202-502,37,22,24,5,6,94,2.840,0,0,0,1,0,95,PROUT E
GEOG-202-503,22,15,3,0,0,40,3.475,0,0,0,0,0,40,PROUT E
GEOG-202-599,70,66,37,2,3,178,3.112,0,0,0,1,0,179,SMITH J
GEOG-203-501,96,48,18,1,2,165,3.424,0,0,0,0,0,165,FRAUENFELD O
GEOG-203-502,12,19,18,0,0,49,2.877,0,0,0,0,0,49,FRICKER T
GEOG-203-504,175,25,2,1,2,205,3.804,0,0,0,0,0,205,LOISEL J
GEOG-203-505,227,19,8,1,0,255,3.850,0,0,0,0,0,255,LOISEL J
GEOG-205-599,324,43,7,2,5,381,3.782,0,0,0,9,1,391,SANSOM L
GEOG-213-501,4,12,4,3,0,23,2.739,0,0,0,0,0,23,BOMBARDI R
GEOG-213-502,15,5,1,1,1,23,3.391,0,0,0,0,0,23,BOMBARDI R
GEOG-213-503,12,4,3,0,1,20,3.300,0,0,0,0,0,20,BOMBARDI R
GEOG-213-505,20,3,0,0,1,24,3.708,0,0,0,0,0,24,BOMBARDI R
GEOG-213-506,12,4,3,0,1,20,3.300,0,0,0,0,0,20,BOMBARDI R
GEOG-213-507,13,3,2,0,1,19,3.421,0,0,0,0,0,19,BOMBARDI R
GEOG-213-508,14,4,2,0,0,20,3.600,0,0,0,1,0,21,BOMBARDI R
GEOG-213-509,5,7,5,0,0,17,3.000,0,0,0,0,0,17,BOMBARDI R
GEOG-213-510,3,10,3,1,1,18,2.722,0,0,0,0,0,18,BOMBARDI R
GEOG-213-512,10,6,5,1,0,22,3.136,0,0,0,0,0,22,BOMBARDI R
GEOG-301-500,53,46,25,6,0,130,3.123,0,0,0,2,0,132,SMITH J
GEOG-304-500,50,17,14,2,4,87,3.229,0,0,0,0,0,87,BOUNDS B
GEOG-305-500,29,38,22,1,0,90,3.055,0,0,0,1,0,91,PROUT E
GEOG-309-500,14,12,2,1,6,35,2.771,1,0,0,0,0,36,BRANNSTROM C
GEOG-309-900,7,7,3,1,1,19,2.947,1,0,0,0,0,20,BRANNSTROM C
GEOG-312-500,26,29,2,2,1,60,3.283,0,0,0,0,0,60,ALLEN G
GEOG-324-900,12,4,4,0,1,21,3.238,0,0,0,0,0,21,BOMBARDI R
GEOG-330-500,19,26,21,6,3,75,2.693,0,0,0,1,0,76,O'REILLY K
GEOG-331-500,7,7,2,0,0,16,3.312,0,0,0,0,0,16,TCHAKERIAN V
GEOG-335-500,16,39,32,5,2,94,2.659,0,0,0,0,0,94,LAFON C
GEOG-352-500,9,3,3,3,0,18,3.000,0,0,0,0,0,18,LYLE S
GEOG-352-501,12,2,2,0,1,17,3.411,0,0,0,0,0,17,LYLE S
GEOG-352-502,10,3,3,0,1,17,3.235,0,0,0,0,0,17,LYLE S
GEOG-360-500,13,20,9,1,0,43,3.046,0,0,0,0,0,43,FRICKER T
GEOG-361-500,11,4,2,0,0,17,3.529,0,0,0,1,0,18,ALLEN G
GEOG-361-501,2,10,2,0,3,17,2.470,0,0,0,0,0,17,ALLEN G
GEOG-361-502,4,4,5,1,1,15,2.600,1,0,0,0,0,16,ALLEN G
GEOG-380-900,18,3,1,0,0,22,3.772,0,0,0,0,0,22,BREYER E
GEOG-380-901,9,10,1,1,1,22,3.136,0,0,0,0,0,22,FRICKER T
GEOG-390-502,4,10,0,0,1,15,3.066,0,0,0,0,0,15,CHI Z
GEOG-390-503,3,5,4,1,1,14,2.571,0,0,0,0,0,14,CHI Z
GEOG-390-504,5,6,1,2,1,15,2.800,0,0,0,0,0,15,CHI Z
GEOG-390-506,4,5,4,2,3,18,2.277,0,0,0,0,0,18,CHI Z
GEOG-390-507,8,6,3,1,1,19,3.000,0,0,0,0,0,19,CHI Z
GEOG-400-500,9,4,2,1,1,17,3.117,0,0,0,0,0,17,TCHAKERIAN V
GEOG-401-500,17,10,4,1,0,32,3.343,1,0,0,1,0,34,PROUT E
GEOG-420-500,32,9,4,0,0,45,3.622,0,0,0,0,0,45,PROUT E
GEOG-430-500,42,3,0,0,0,45,3.933,0,0,0,0,0,45,SANSOM G
GEOG-440-500,4,8,2,0,0,14,3.142,0,0,0,0,0,14,SMITH J
GEOG-450-500,5,9,2,1,0,17,3.058,0,0,0,0,0,17,LAFON C
GEOG-461-500,5,3,2,0,0,10,3.300,0,0,0,0,0,10,FILIPPI A
GEOG-475-501,5,3,10,2,0,20,2.550,0,0,0,0,0,20,BISHOP M
GEOG-475-503,2,1,9,7,0,19,1.894,0,0,0,0,0,19,BISHOP M
GEOG-475-504,3,6,6,2,2,19,2.315,0,0,0,0,0,19,BISHOP M
GEOG-476-900,6,5,0,0,0,11,3.545,0,0,0,0,0,11,BISHOP M
GEOG-476-901,11,2,1,0,2,16,3.250,0,0,0,0,0,16,ZOU L
GEOG-478-500,17,1,1,1,0,20,3.700,0,0,0,0,0,20,GOLDBERG D
GEOG-478-501,9,1,1,1,0,12,3.500,0,0,0,0,0,12,GOLDBERG D
GEOG-478-502,13,4,3,0,0,20,3.500,0,0,0,0,0,20,GOLDBERG D
GEOG-484-501,12,0,0,0,0,12,0.000,0,0,0,0,0,12,WELLMAN K
GEOG-491-502,6,0,0,0,0,6,4.000,0,0,0,0,0,6,SANSOM L
GEOG-611-600,15,0,0,0,0,15,4.000,1,0,0,0,0,16,GUNERALP I
GEOG-616-600,7,0,0,0,1,8,3.500,0,0,0,0,0,8,GUNERALP B
GEOG-651-701,5,0,0,0,0,5,4.000,0,0,0,0,0,5,ZOU L
GEOG-651-775,13,3,0,0,2,18,3.388,0,0,0,0,0,18,ZOU L
GEOG-659-775,6,0,0,2,0,8,3.250,0,0,0,0,0,8,CAI H
GEOG-660-600,11,1,0,0,0,12,3.916,0,0,0,1,0,13,CHI Z
GEOG-660-701,2,8,0,0,0,10,3.200,0,0,0,0,0,10,CAI H
GEOG-660-775,4,7,0,2,1,14,2.785,0,0,0,1,0,15,CAI H
GEOG-661-600,5,1,0,0,0,6,3.833,0,0,0,0,0,6,FILIPPI A
GEOG-662-775,15,0,1,0,0,16,3.875,0,0,0,0,0,16,KINCAID J
GEOG-665-701,7,0,0,0,0,7,4.000,0,0,0,0,0,7,ZHANG Z
GEOG-665-775,9,4,0,0,0,13,3.692,0,0,0,0,0,13,ZHANG Z
GEOG-676-775,9,1,1,0,0,11,3.727,0,0,0,0,0,11,CAI H
GEOG-678-775,10,0,1,0,0,11,3.818,0,0,0,0,0,11,CAI H
GEOG-695-600,5,0,0,0,0,5,4.000,0,0,0,0,0,5,ZHANG Z
GEOL-101-501,108,21,0,0,2,131,3.778,0,0,0,0,0,131,YANCEY T
GEOL-101-502,80,56,15,4,1,156,3.346,0,0,0,0,0,156,RIGGS E
GEOL-102-501,13,7,1,1,0,22,3.454,0,0,0,0,0,22,NEWMAN J
GEOL-102-502,16,4,2,0,0,22,3.636,0,0,0,0,0,22,NEWMAN J
GEOL-102-503,14,5,3,0,0,22,3.500,0,0,0,0,0,22,NEWMAN J
GEOL-102-504,9,9,5,0,0,23,3.173,0,0,0,0,0,23,NEWMAN J
GEOL-102-505,15,6,1,0,0,22,3.636,0,0,0,0,0,22,NEWMAN J
GEOL-102-507,10,5,5,0,0,20,3.250,0,0,0,0,0,20,NEWMAN J
GEOL-102-509,13,9,1,0,0,23,3.521,0,0,0,0,0,23,NEWMAN J
GEOL-104-501,5,13,2,0,0,20,3.150,0,0,0,1,0,21,DUAN B
GEOL-104-502,8,12,0,0,0,20,3.400,0,0,0,0,0,20,DUAN B
