Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
AERO-201-500,2,12,14,0,0,28,2.571,0,0,0,0,0,28,SHRYOCK K
AERO-211-500,11,15,12,2,0,40,2.875,0,0,0,0,0,40,DEMARS K
AERO-212-200,11,9,11,1,0,32,2.937,0,0,0,0,0,32,BOYD J
AERO-212-500,1,6,4,0,0,11,2.727,0,0,0,0,0,11,BOYD J
AERO-212-501,13,18,9,1,2,43,2.906,0,0,0,0,0,43,BOYD J
AERO-212-502,11,19,9,4,0,43,2.860,0,0,0,0,0,43,ANDRIENKO D
AERO-212-503,7,21,9,4,1,42,2.690,0,0,0,0,0,42,ANDRIENKO D
AERO-214-500,1,12,12,3,0,28,2.392,0,0,0,0,0,28,LE GRAVEREND J
AERO-214-501,4,20,13,2,0,39,2.666,0,0,0,0,0,39,LE GRAVEREND J
AERO-214-502,15,14,13,3,2,47,2.787,0,0,0,0,0,47,KINRA V
AERO-214-503,9,24,9,4,0,46,2.826,0,0,0,0,0,46,KINRA V
AERO-222-200,20,7,2,1,0,30,3.533,0,0,0,1,0,31,TROPINA A
AERO-222-500,3,3,4,2,2,14,2.214,0,0,0,0,0,14,TROPINA A
AERO-222-501,19,13,8,3,0,43,3.116,0,0,0,0,0,43,TROPINA A
AERO-222-502,22,7,0,0,0,29,3.758,0,0,0,0,0,29,MORTARI D
AERO-222-503,18,14,10,2,0,44,3.090,0,0,0,0,0,44,MORTARI D
AERO-289-500,0,3,3,0,2,8,1.875,0,0,0,0,0,8,MORTARI D
AERO-301-500,24,13,6,0,0,43,3.418,0,0,0,0,0,43,GERAKIS A
AERO-303-200,9,2,1,0,0,12,3.666,0,0,0,0,0,12,REED H
AERO-303-500,30,22,5,0,2,59,3.322,0,0,0,0,0,59,REED H
AERO-303-501,33,29,8,0,0,70,3.357,0,0,0,0,0,70,REED H
AERO-304-500,6,9,12,7,2,36,2.277,0,0,0,0,0,36,WHITCOMB J
AERO-306-500,50,7,5,0,0,62,3.725,0,0,0,0,0,62,STROUBOULIS T
AERO-306-501,34,17,4,2,0,57,3.456,0,0,0,0,0,57,STROUBOULIS T
AERO-310-502,18,16,31,3,3,71,2.605,1,0,0,0,0,72,CHAKRAVORTY S
AERO-321-500,9,25,21,1,0,56,2.750,0,0,0,0,0,56,VALASEK J
AERO-321-501,23,24,14,0,1,62,3.096,0,0,0,0,0,62,VALASEK J
AERO-351-500,10,23,27,3,0,63,2.634,1,0,0,0,0,64,KARPETIS A
AERO-351-501,3,10,31,5,8,57,1.912,0,0,0,0,0,57,CIZMAS P
AERO-401-501,44,3,0,0,0,47,3.936,0,0,0,0,0,47,WORSHAM B
AERO-402-500,10,0,0,0,0,10,4.000,0,0,0,0,0,10,HARTL D
AERO-402-501,17,0,0,0,0,17,4.000,0,0,0,0,0,17,SELVA VALERO D
AERO-402-502,43,4,0,0,0,47,3.914,0,0,0,0,0,47,WORSHAM B
AERO-402-504,13,0,0,0,0,13,4.000,0,0,0,0,0,13,BHATTACHARYA R
AERO-411-500,17,13,5,0,0,35,3.342,0,0,0,0,0,35,KINRA V
AERO-413-500,12,23,20,8,1,64,2.578,0,0,0,0,0,64,BOYD J
AERO-420-501,19,9,1,0,0,29,3.620,0,0,0,0,0,29,STRGANAC T
AERO-422-501,15,40,12,4,0,71,2.929,0,0,0,0,0,71,DEMARS K
AERO-423-500,30,23,6,1,1,61,3.311,0,0,0,0,0,61,ALFRIEND K
AERO-430-500,25,5,2,2,0,34,3.558,0,0,0,0,0,34,STROUBOULIS T
AERO-451-500,55,4,1,0,0,60,3.900,0,0,0,0,0,60,CHAMITOFF G
AERO-452-501,26,34,11,4,0,75,3.093,0,0,0,0,0,75,DONZIS D
AERO-489-500,2,5,7,1,0,15,2.533,0,0,0,0,0,15,CIZMAS P
AERO-489-501,4,4,0,0,0,8,3.500,0,0,0,0,0,8,LIMBACH C
AERO-489-502,6,4,0,0,0,10,3.600,0,0,0,0,0,10,NARAGHI M
AERO-489-503,16,2,0,0,0,18,3.888,0,0,0,0,0,18,NARAGHI M
AERO-489-504,9,9,0,0,0,18,3.500,0,0,0,0,0,18,NARAGHI M
AERO-489-505,6,10,0,0,0,16,3.375,0,0,0,0,0,16,NARAGHI M
AERO-491-541,8,0,0,0,0,8,4.000,0,0,0,0,0,8,DIAZ ARTILES A
AERO-602-600,17,19,2,0,0,38,3.394,0,0,0,2,0,40,KARPETIS A
AERO-606-600,4,2,0,0,0,6,3.666,0,0,0,0,0,6,NARAGHI M
AERO-615-600,10,0,2,0,0,12,3.666,0,0,0,0,0,12,CIZMAS P
AERO-623-600,12,1,1,0,0,14,3.785,0,0,0,0,0,14,VADALI S
AERO-624-600,16,0,0,0,0,16,4.000,0,0,0,0,0,16,MAJJI M
AERO-640-600,14,10,1,0,0,25,3.520,2,0,0,0,0,27,GIRIMAJI S
AERO-651-600,14,4,0,0,0,18,3.777,0,0,0,0,0,18,CHAMITOFF G
AERO-689-602,9,5,0,0,0,14,3.642,0,0,0,0,0,14,DIAZ ARTILES A
AERO-689-603,12,1,0,0,0,13,3.923,0,0,0,0,0,13,LIMBACH C
AERO-689-604,14,0,0,0,0,14,4.000,0,0,0,0,0,14,MORTARI D
AERO-689-605,11,0,0,0,0,11,4.000,0,0,0,0,0,11,MAJJI M
MEMA-641-600,5,3,2,0,0,10,3.300,0,0,0,0,0,10,HARTL D
BMEN-211-200,1,5,1,0,0,7,3.000,0,0,0,0,0,7,PEAK C
BMEN-211-201,3,4,0,0,0,7,3.428,0,0,0,0,0,7,JESSEN S
BMEN-211-500,19,27,9,2,0,57,3.105,0,0,0,1,0,58,PEAK C
BMEN-211-501,6,50,14,0,1,71,2.845,0,0,0,1,0,72,JESSEN S
BMEN-211-550,2,5,6,2,0,15,2.466,0,0,0,0,0,15,CARRELL T
BMEN-253-500,62,17,0,0,0,79,3.784,0,0,0,0,0,79,MACHEK J
BMEN-253-501,54,18,0,0,0,72,3.750,0,0,0,0,0,72,MACHEK J
BMEN-253-550,14,1,0,0,0,15,3.933,0,0,0,0,0,15,CARRELL T
BMEN-322-500,22,13,1,0,0,36,3.583,0,0,0,1,0,37,WALSH A
BMEN-341-500,45,26,5,0,0,76,3.526,0,0,0,1,0,77,JAIN A
BMEN-344-200,2,3,0,0,0,5,3.400,0,0,0,0,0,5,ALGE D
BMEN-344-201,2,2,0,1,0,5,3.000,0,0,0,0,0,5,ALGE D
BMEN-344-500,26,29,13,1,0,69,3.159,0,0,0,0,0,69,ALGE D
BMEN-344-501,14,23,16,2,0,55,2.890,0,0,0,0,0,55,ALGE D
BMEN-345-501,17,1,0,1,0,19,3.789,0,0,0,0,0,19,KELLER B
BMEN-345-502,14,6,0,0,0,20,3.700,0,0,0,0,0,20,KELLER B
BMEN-345-503,15,5,0,0,0,20,3.750,0,0,0,0,0,20,KELLER B
BMEN-345-504,11,4,0,0,0,15,3.733,0,0,0,0,0,15,KELLER B
BMEN-345-505,19,0,0,0,0,19,4.000,0,0,0,0,0,19,KELLER B
BMEN-345-506,18,1,0,0,0,19,3.947,0,0,0,0,0,19,KELLER B
BMEN-345-507,16,2,0,0,0,18,3.888,0,0,0,0,0,18,KELLER B
BMEN-345-508,12,3,0,0,0,15,3.800,0,0,0,0,0,15,KELLER B
BMEN-353-500,75,0,0,0,0,75,4.000,0,0,0,0,0,75,BISWAS S
BMEN-353-501,60,12,0,0,0,72,3.833,0,0,0,0,0,72,BISWAS S
BMEN-361-501,45,23,4,3,0,75,3.466,0,0,0,0,2,77,TIAN L
BMEN-400-550,14,0,0,0,0,14,4.000,0,0,0,0,0,14,WASSER J
BMEN-401-500,4,14,4,0,0,22,3.000,0,0,0,0,0,22,COTE G
BMEN-420-200,2,3,0,0,0,5,3.400,0,0,0,0,0,5,GORDON P
BMEN-420-500,9,38,20,4,0,71,2.732,0,0,0,0,0,71,MCDOUGALL M
BMEN-420-501,10,33,20,6,4,73,2.534,0,0,0,0,0,73,MCDOUGALL M
BMEN-431-500,28,1,0,0,0,29,3.965,0,0,0,0,0,29,PATRICK C
BMEN-433-500,18,0,0,0,0,18,4.000,0,0,0,0,0,18,PATRICK C
BMEN-450-900,55,0,0,0,0,55,4.000,0,0,0,0,0,55,MAITLAND D
BMEN-450-901,50,3,0,1,0,54,3.888,0,0,0,1,0,55,MAITLAND D
BMEN-450-902,41,5,2,1,1,50,3.680,0,0,0,0,0,50,MAITLAND D
BMEN-452-500,25,9,2,0,0,36,3.638,0,0,0,0,0,36,PATRICK C
BMEN-454-500,74,1,0,0,0,75,3.986,0,0,0,0,0,75,MACHEK J
BMEN-454-501,63,6,0,0,0,69,3.913,0,0,0,0,0,69,MACHEK J
BMEN-457-500,23,5,1,0,0,29,3.758,0,0,0,0,0,29,AVAZMOHAMMADI R
BMEN-469-500,10,11,1,0,0,22,3.409,0,0,0,0,0,22,GUISEPPIELIE A
BMEN-471-500,2,2,1,0,0,5,3.200,0,0,0,0,0,5,YAKOVLEV V
BMEN-480-500,23,43,4,0,0,70,3.271,0,0,0,0,0,70,ADJEI I
BMEN-485-501,7,0,0,0,0,7,4.000,0,0,0,0,0,7,GUISEPPIELIE A
BMEN-486-500,22,26,2,1,0,51,3.352,0,0,0,0,0,51,GAHARWAR A
BMEN-491-207,5,0,0,0,0,5,4.000,0,0,0,0,0,5,HWANG W
BMEN-491-537,8,0,0,0,0,8,4.000,0,4,0,0,0,12,MORENO M
BMEN-491-545,9,0,0,0,0,9,4.000,0,0,0,0,0,9,GAHARWAR A
BMEN-491-549,10,0,0,0,0,10,4.000,0,0,0,0,0,10,ALGE D
BMEN-631-600,7,0,0,0,0,7,4.000,0,0,0,0,0,7,PATRICK C
BMEN-636-601,33,0,0,0,0,33,4.000,0,0,0,0,0,33,JESSEN S
BMEN-641-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,YAKOVLEV V
BMEN-657-600,8,0,0,0,0,8,4.000,0,0,0,0,0,8,AVAZMOHAMMADI R
BMEN-669-600,7,4,0,0,0,11,3.636,0,0,0,0,0,11,GUISEPPIELIE A
BMEN-674-600,26,1,0,0,0,27,3.962,0,0,0,0,1,28,KAUNAS R
BMEN-680-600,25,0,0,0,0,25,4.000,0,0,0,0,0,25,PEAK C
BMEN-685-623,15,0,0,0,0,15,4.000,0,0,0,0,0,15,KAUNAS R
BMEN-686-600,9,4,0,0,0,13,3.692,0,0,0,0,0,13,GAHARWAR A
BMEN-689-600,27,0,0,0,0,27,4.000,0,0,0,0,0,27,HARIDAS B
DEPARTMENT TOTAL:,1249,489,126,25,6,1895,3.448,0,4,0,5,3,1907,
BIOT-689-600,11,2,1,0,0,14,3.714,0,0,0,0,0,14,WOODARD S
CHEN-204-500,8,21,23,8,6,66,2.257,0,0,0,0,0,66,WEATHERSTON J
CHEN-205-201,3,3,2,1,0,9,2.888,0,0,0,0,0,9,SHAHRASHOOB Z
CHEN-205-202,5,3,2,0,0,10,3.300,0,0,0,0,0,10,LUTKENHAUS J
CHEN-205-203,5,2,0,0,0,7,3.714,0,0,0,0,0,7,TAMAMIS P
CHEN-205-501,7,20,16,3,1,47,2.617,0,0,0,1,0,48,SHAHRASHOOB Z
CHEN-205-502,13,15,19,4,1,52,2.673,1,0,0,0,0,53,LUTKENHAUS J
CHEN-205-503,10,13,6,8,0,37,2.675,0,0,0,0,0,37,TAMAMIS P
CHEN-304-200,6,0,0,0,0,6,4.000,0,0,0,0,0,6,SENTMANAT M
CHEN-304-500,11,19,13,0,1,44,2.886,0,0,0,0,0,44,SENTMANAT M
CHEN-320-501,6,27,10,0,0,43,2.906,0,0,0,0,0,43,KUO Y
CHEN-322-200,2,4,0,0,0,6,3.333,0,0,0,0,0,6,SEMINARIO J
CHEN-322-500,20,35,19,3,0,77,2.935,0,0,0,0,0,77,SEMINARIO J
CHEN-323-201,4,2,1,0,0,7,3.428,0,0,0,0,0,7,AKBULUT M
CHEN-323-501,41,31,5,0,0,77,3.467,0,0,0,0,0,77,AKBULUT M
CHEN-323-502,19,40,25,4,0,88,2.840,0,0,0,0,0,88,MULVIHILL C
CHEN-323-503,2,9,4,0,0,15,2.866,0,0,0,0,0,15,LELE P
CHEN-324-500,18,25,26,6,0,75,2.733,0,0,0,0,0,75,HOLTZAPPLE M
CHEN-324-501,44,35,11,0,0,90,3.366,0,0,0,0,0,90,WILHITE B
CHEN-354-500,18,21,18,1,0,58,2.965,0,0,0,0,0,58,BALBUENA P
CHEN-364-200,8,0,0,0,0,8,4.000,0,0,0,0,0,8,GREEN M
CHEN-364-500,37,30,9,0,0,76,3.368,0,0,0,0,0,76,GREEN M
CHEN-364-501,38,39,11,1,0,89,3.280,0,0,0,0,0,89,WANG Q
CHEN-425-501,55,9,1,0,0,65,3.830,0,0,0,0,0,65,EL-HALWAGI M
CHEN-426-501,76,0,0,0,0,76,4.000,0,0,0,0,0,76,HILALY A
CHEN-426-502,60,6,0,0,0,66,3.909,0,0,0,0,0,66,BLIZZARD G
CHEN-432-900,22,0,0,0,0,22,4.000,0,0,0,0,0,22,ISDALE C
CHEN-432-901,21,0,0,0,0,21,4.000,0,0,0,0,0,21,ISDALE C
CHEN-432-902,22,0,0,0,0,22,4.000,0,0,0,0,0,22,ISDALE C
