Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
------------ ----- ----- ----- -----,-----,-----,,----- -----,,-----,-----,-----,-----,----- ------,-----,---,---,---,------
YOUNG M 14.29% 14.29%,,9.52% 33.33% 14.29% 14.29%,,,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-607   0,4,3,3,2,3,0,,0,0,0,0,0,0,15,3.400,0,0,0,15
NOBER J 0.00% 26.67% 20.00% 20.00% 13.33% 20.00%,,,,,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-608   0,2,1,3,0,0,0,,0,0,0,0,0,0,6,3.610,0,0,0,6
SULLIVAN H 0.00% 33.33% 16.67% 50.00%,,,,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-609   0,4,4,2,1,4,0,,0,0,0,0,0,0,15,3.401,0,0,0,15
PITTMAN M 0.00% 26.67% 26.67% 13.33%,,,,6.67% 26.67%,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-610   1,3,2,2,5,0,1,,0,0,0,0,0,0,14,3.381,0,0,0,14
PATTERSON W 7.14% 21.43% 14.29% 14.29% 35.71%,,,,,0.00%,7.14%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-611   2,0,3,7,4,0,0,,0,0,0,0,0,0,16,3.396,0,0,0,16
MAGNUSON W 12.50%,0.00% 18.75% 43.75% 25.00%,,,,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-613   0,9,0,0,0,0,0,,0,0,0,0,0,0,9,4.000,0,0,0,9
PROBASCO R 0.00% 100.00,,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-615   0,0,3,5,3,0,0,,0,0,0,0,0,0,11,3.332,0,0,0,11
VASSAR W 0.00%,0.00% 27.27% 45.45% 27.27%,,,,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-616   0,2,8,5,15,7,0,,0,0,0,0,0,0,37,3.181,0,0,0,37
SEYMORE M 0.00%,5.41% 21.62% 13.51% 40.54% 18.92%,,,,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-702   0,5,1,3,1,0,,0,0,0,0,0,0,0,10,3.666,0,0,0,10
HENNING W 0.00% 50.00% 10.00% 30.00% 10.00%,,,,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
3.90% 24.68% 18.61% 19.48% 17.32% 12.55%,,,,,,,3.03%,0.00%,0.43%,0.00%,0.00%,0.00%,0.00%,,,,,,
DEPARTMENT 95,261,352,446,451,249,,95,40,16,0,0,1,0,2006,3.260,0,13,2,2008
TOTAL: 4.74% 13.01% 17.55% 22.23% 22.48% 12.41%,,,,,,,4.74%,1.99%,0.80%,0.00%,0.00%,0.05%,0.00%,,,,,,
COLLEGE 95,261,352,446,451,249,,95,40,16,0,0,1,0,2006,3.260,0,13,2,2008
