Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
UGST-492-550,8,4,0,0,0,12,3.666,0,0,0,0,0,12,WEBB S
DEPARTMENT TOTAL:,8,4,0,0,0,12,3.666,0,0,0,0,0,12,
COLLEGE TOTAL:,8,4,0,0,0,12,3.666,0,0,0,0,0,12,
