Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
AERO-201-200,14,11,1,0,0,26,3.500,0,0,0,0,0,26,LEYVA L
AERO-201-501,11,20,6,1,1,39,3.000,0,0,0,1,0,40,LEYVA L
AERO-201-502,17,16,3,0,0,36,3.388,0,0,0,0,0,36,LEYVA L
AERO-201-503,10,15,3,3,0,31,3.032,0,0,0,2,0,33,WORSHAM B
AERO-201-504,13,14,4,2,0,33,3.151,0,0,0,1,0,34,WORSHAM B
AERO-201-505,13,11,4,2,0,30,3.166,0,0,0,3,0,33,WORSHAM B
AERO-211-200,33,1,0,0,0,34,3.970,0,0,0,0,0,34,MOBLE B
AERO-211-500,43,16,8,0,0,67,3.522,0,0,0,0,0,67,MOBLE B
AERO-211-501,35,45,14,0,4,98,3.091,0,0,0,0,0,98,DEMARS K
AERO-212-200,8,2,0,0,0,10,3.800,0,0,0,1,0,11,BOYD J
AERO-212-500,25,38,8,0,1,72,3.194,1,0,0,11,0,84,BOYD J
AERO-212-501,19,55,25,0,1,100,2.910,0,0,0,0,0,100,DOGARIU A
AERO-212-502,8,19,10,0,0,37,2.945,0,0,0,2,0,39,DOGARIU A
AERO-214-500,7,6,5,2,0,20,2.900,0,0,0,0,0,20,NARAGHI M
AERO-214-501,7,5,5,2,0,19,2.894,0,0,0,0,0,19,NARAGHI M
AERO-214-502,1,3,3,2,0,9,2.333,0,0,0,3,0,12,NARAGHI M
AERO-222-500,5,9,9,5,1,29,2.413,1,0,0,3,0,33,WHITCOMB J
AERO-222-501,6,8,6,4,0,24,2.666,0,0,0,1,0,25,WHITCOMB J
AERO-301-200,6,3,0,0,0,9,3.666,0,0,0,0,0,9,TROPINA A
AERO-301-500,33,27,13,5,0,78,3.128,0,0,0,1,0,79,TROPINA A
AERO-301-501,9,29,20,3,6,67,2.477,0,0,0,7,0,74,WHITE E
AERO-303-200,4,4,0,0,0,8,3.500,0,0,0,0,0,8,GROOT K
AERO-303-500,32,24,11,0,3,70,3.171,0,0,0,0,0,70,GROOT K
