Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
LAW-601-602,3,2,0,0,0,5,3.600,0,0,0,0,0,5,WELSH N
LAW-601-603,5,5,0,0,0,10,3.500,0,0,0,0,0,10,GEORGE J
LAW-606-602,8,0,0,0,0,8,4.000,0,0,0,0,0,8,LUNNEY J
LAW-618-700,22,8,0,0,0,30,3.733,0,0,0,0,0,30,MARLETT D
LAW-618-701,14,13,1,0,0,28,3.464,0,0,0,0,0,28,MARLETT D
LAW-618-702,18,8,1,0,2,29,3.379,0,0,0,0,0,29,MARLETT D
LAW-618-703,17,12,0,0,0,29,3.586,0,0,0,0,0,29,MARLETT D
LAW-618-704,18,9,0,0,1,28,3.535,1,0,0,0,0,29,MARLETT D
LAW-618-705,12,11,0,1,0,24,3.416,0,0,0,1,0,25,MARLETT D
LAW-619-700,27,7,0,0,0,34,3.794,3,0,0,0,0,37,BURT J
LAW-619-701,33,2,0,0,0,35,3.942,2,0,0,0,0,37,BURT J
LAW-619-702,31,5,0,0,0,36,3.861,1,0,0,0,0,37,BURT J
LAW-619-703,28,5,0,0,0,33,3.848,2,0,0,0,0,35,BURT J
LAW-619-704,34,1,0,0,0,35,3.971,1,0,0,1,0,37,BURT J
LAW-619-705,34,2,0,0,0,36,3.944,1,0,0,0,0,37,BURT J
LAW-619-706,15,9,6,0,6,36,2.750,1,0,0,0,0,37,MARVIN E
LAW-628-700,22,1,0,0,1,24,3.791,0,0,0,0,0,24,DEWITTE P
LAW-628-701,17,0,1,0,0,18,3.888,1,0,0,0,0,19,DEWITTE P
LAW-632-700,29,4,1,1,0,35,3.742,0,0,0,0,0,35,EMMERT W
LAW-632-701,25,12,1,0,0,38,3.631,0,0,0,0,0,38,EMMERT W
LAW-635-700,29,0,0,0,1,30,3.866,0,0,0,0,0,30,BROWN T
LAW-635-701,23,2,1,0,1,27,3.703,1,0,0,1,0,29,BROWN T
LAW-647-700,9,3,0,0,0,12,3.750,0,0,0,0,0,12,BYRNES W
LAW-649-700,11,0,0,0,0,11,4.000,0,0,0,0,0,11,BYRNES W
LAW-659-700,14,14,1,0,1,30,3.333,0,0,0,0,0,30,ECKSTEIN G
LAW-659-701,14,7,1,2,2,26,3.115,0,0,0,0,0,26,ECKSTEIN G
LAW-661-700,13,3,0,0,1,17,3.588,0,0,0,0,0,17,RAGAVAN S
LAW-667-700,33,0,0,0,0,33,4.000,2,0,0,0,0,35,KISER J
LAW-667-701,31,3,0,0,1,35,3.800,0,0,0,0,0,35,JACKSON A
LAW-667-702,28,2,0,0,0,30,3.933,0,0,0,1,0,31,DELANEY C
LAW-667-703,26,7,0,0,1,34,3.676,2,0,0,0,0,36,JACKSON A
LAW-677-700,24,3,1,0,0,28,3.821,0,0,0,0,0,28,GELFUSO A
LAW-689-600,5,9,0,0,0,14,3.357,0,0,0,0,0,14,KASPAR-COKER L
LAW-689-602,15,0,0,0,0,15,4.000,0,0,0,0,0,15,SNYDER F
LAW-689-701,21,1,0,0,1,23,3.782,0,0,0,0,0,23,FREDERICK K
LAW-689-702,4,2,0,0,0,6,3.666,0,0,0,0,0,6,DUFFY T
LAW-706-700,22,7,0,0,0,29,3.758,1,0,0,0,0,30,NEWMAN N
LAW-720-700,5,1,0,0,0,6,3.833,0,0,0,0,0,6,SRINIVASAN N
LAW-764-601,7,0,1,0,0,8,3.750,0,0,0,0,0,8,DYE D
LAW-764-700,35,0,0,0,0,35,4.000,0,0,0,0,0,35,HELGE K
LAW-764-701,33,0,0,0,0,33,4.000,0,0,0,0,0,33,HELGE K
LAW-764-702,26,1,0,0,2,29,3.689,1,0,0,1,0,31,HELGE K
LAW-764-703,22,1,2,0,1,26,3.653,0,0,0,0,0,26,HELGE K
LAW-770-700,21,0,1,1,1,24,3.625,0,0,0,0,2,26,BRILL A
LAW-770-701,8,2,4,0,0,14,3.285,0,0,0,1,0,15,BLACK S
LAW-772-700,28,0,0,0,0,28,4.000,0,0,0,0,0,28,KRAVITZ R
LAW-772-701,24,2,1,0,0,27,3.851,0,0,0,1,0,28,KRAVITZ R
LAW-772-703,20,0,0,0,0,20,4.000,1,0,0,0,0,21,KRAVITZ R
LAW-773-700,23,11,1,0,0,35,3.628,0,0,0,0,0,35,MENTZ G
LAW-775-700,28,0,0,1,0,29,3.896,0,0,0,0,0,29,BRILL A
LAW-776-700,30,4,1,0,0,35,3.828,0,0,0,0,0,35,DORMAN T
LAW-777-700,36,0,0,0,0,36,4.000,0,0,0,1,0,37,HERZIG B
LAW-778-700,18,7,1,0,1,27,3.518,0,0,0,1,0,28,GUIORA A
LAW-778-701,5,9,3,1,0,18,3.000,0,0,0,0,0,18,GUIORA A
LAW-780-700,21,3,0,0,1,25,3.720,0,0,0,1,0,26,FENSTER H
LAW-780-701,15,2,1,0,1,19,3.578,0,0,0,2,0,21,FENSTER H
DEPARTMENT TOTAL:,1139,222,31,7,26,1425,3.693,21,0,0,12,2,1460,
COLLEGE TOTAL:,1139,222,31,7,26,1425,3.693,21,0,0,12,2,1460,
