Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
UGST-182-501,38,0,0,0,0,38,4.000,0,0,0,0,0,38,DATTA S
UGST-182-504,31,3,1,0,0,35,3.857,0,0,0,3,0,38,DATTA S
UGST-492-550,15,2,1,0,0,18,3.777,0,0,0,0,0,18,HARPER K
DEPARTMENT TOTAL:,84,5,2,0,0,91,3.901,0,0,0,3,0,94,
COLLEGE TOTAL:,84,5,2,0,0,91,3.901,0,0,0,3,0,94,
