Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
MATH-140-401,1,5,8,5,1,20,2.000,0,0,0,0,0,20,GOODSON J
MATH-141-401,5,1,4,0,1,11,2.818,0,0,0,1,0,12,GOODSON J
MATH-152-401,3,2,2,4,0,11,2.363,0,0,0,0,0,11,BROWN P
PHYS-218-301,7,1,2,1,0,11,3.272,0,0,0,1,0,12,BOULAHOUACHE C
ENGL-104-401,1,10,2,0,1,14,2.714,0,0,0,0,0,14,BUNCH-DAVIS C
ENGL-210-398,14,6,0,0,0,20,3.700,0,0,0,0,0,20,GARZA-HORNE J
ENGL-210-399,16,2,0,0,0,18,3.888,0,0,0,0,0,18,GARZA-HORNE J
ENGL-210-401,20,2,0,0,0,22,3.909,0,0,0,0,0,22,GARZA-HORNE J
ENGL-210-499,11,5,0,0,2,18,3.277,0,0,0,0,0,18,GARZA-HORNE J
HISP-204-399,11,2,1,0,1,15,3.466,0,0,0,0,0,15,MANDUJANO M
HISP-204-499,13,2,0,0,1,16,3.625,0,0,0,0,0,16,MANDUJANO M
POLS-206-399,2,11,7,0,2,22,2.500,0,1,0,0,0,23,HANEY A
POLS-206-401,1,6,4,5,0,16,2.187,0,0,0,0,0,16,HANEY A
POLS-207-399,9,11,2,0,0,22,3.318,0,0,0,0,0,22,HANEY A
POLS-207-401,3,6,4,3,3,19,2.157,0,0,0,0,0,19,HANEY A
PSYC-107-401,6,14,0,0,0,20,3.300,1,0,0,0,0,21,MCCLOUD D
SOCI-205-398,0,5,7,1,1,14,2.142,0,1,0,2,0,17,LAMPHERE J
SPAN-101-399,5,1,1,0,2,9,2.777,0,0,0,0,0,9,MANDUJANO M
SPAN-102-499,10,0,1,0,1,12,3.500,0,0,0,0,0,12,MANDUJANO M
MARB-340-250,11,2,0,0,0,13,3.846,0,0,0,0,0,13,ILIFFE T
MARB-350-250,20,0,0,0,0,20,4.000,0,0,0,0,1,21,ILIFFE T
MARB-407-250,13,0,0,0,0,13,4.000,0,0,0,0,0,13,WELLS R
MARB-415-250,5,9,0,0,0,14,3.357,0,0,0,0,0,14,DAVIS R
MARB-618-401,5,0,0,0,0,5,4.000,0,0,0,0,0,5,DAVIS R
MARE-200-350,13,0,0,0,0,13,4.000,0,0,0,0,0,13,KANE M
MARE-202-301,5,3,0,0,0,8,3.625,5,0,0,0,0,13,CARROLL M
MARE-207-301,3,5,0,0,0,8,3.375,5,0,0,0,0,13,POTIER P
MARE-306-401,4,5,0,0,0,9,3.444,9,0,0,0,0,18,CARROLL M
MARE-309-401,4,4,0,1,0,9,3.222,6,0,0,0,1,16,CARROLL M
MARE-400-350,26,0,0,0,0,26,4.000,0,0,0,0,0,26,KANE M
MARE-405-901,2,4,2,2,0,10,2.600,8,0,0,0,0,18,COLEMAN G
DEPARTMENT TOTAL:,57,21,2,3,0,83,3.645,33,0,0,0,1,117,
OCNG-251-401,3,6,0,0,0,9,3.333,0,0,0,0,0,9,COLEMAN C
DEPARTMENT TOTAL:,3,6,0,0,0,9,3.333,0,0,0,0,0,9,
ECON-202-301,9,3,2,0,0,14,3.500,1,0,0,0,0,15,BOUDREAUX L
ECON-202-999,1,9,9,11,5,35,1.714,0,0,0,0,0,35,BOUDREAUX L
ECON-203-401,6,10,0,0,0,16,3.375,0,0,0,0,0,16,BOUDREAUX L
ECON-311-301,4,11,11,1,0,27,2.666,0,0,0,0,0,27,BOUDREAUX L
ECON-323-399,2,10,4,2,2,20,2.400,0,0,0,4,0,24,MYKONIATIS N
ECON-452-401,27,0,0,0,0,27,4.000,0,0,0,0,0,27,NWABUEZE U
MARA-363-301,16,1,0,0,0,17,3.941,0,0,0,0,0,17,NWABUEZE U
MARA-373-401,23,0,1,0,0,24,3.916,0,0,0,0,0,24,NWABUEZE U
MARA-440-999,13,9,10,1,1,34,2.941,0,0,0,0,0,34,MYKONIATIS N
MARA-466-900,18,0,0,0,0,18,4.000,0,0,0,0,0,18,NWABUEZE U
MARA-475-499,31,6,3,0,0,40,3.700,0,0,0,0,0,40,CONWAY S
MARA-484-251,6,0,0,0,0,6,4.000,3,0,0,0,0,9,BOUDREAUX L
MARA-484-401,6,0,0,0,0,6,4.000,1,0,0,0,0,7,BOUDREAUX L
MARA-493-250,11,0,0,0,0,11,4.000,0,0,0,0,0,11,MYKONIATIS N
MARA-627-699,3,2,1,0,1,7,2.857,0,0,0,0,0,7,GALVAO C
MARA-650-699,2,3,0,0,0,5,3.400,5,0,0,0,0,10,GHAREHGOZLI A
MARA-670-699,4,4,0,0,0,8,3.500,1,0,0,0,0,9,GHAREHGOZLI A
MGMT-481-301,6,4,1,1,0,12,3.250,0,0,0,0,0,12,KNOX K
SCMT-364-301,4,8,5,1,0,18,2.833,0,0,0,0,0,18,GHAREHGOZLI A
MART-200-350,40,11,0,5,0,56,3.535,1,0,0,0,0,57,ROTH A
MART-300-350,32,45,0,3,0,80,3.325,1,0,0,0,0,81,ROTH A
MART-400-350,64,12,0,1,0,77,3.805,3,0,0,0,0,80,ROTH A
DEPARTMENT TOTAL:,136,68,0,9,0,213,3.553,5,0,0,0,0,218,
COLLEGE TOTAL:,580,278,94,48,25,1025,3.336,50,2,0,8,2,1087,
