Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
AERO-201-200,22,5,0,0,0,27,3.814,1,0,0,0,0,28,SHRYOCK K
AERO-201-201,17,6,0,0,0,23,3.739,0,0,0,0,0,23,SHRYOCK K
AERO-201-500,23,23,2,0,2,50,3.300,0,0,0,0,0,50,SHRYOCK K
AERO-201-501,8,10,1,0,0,19,3.368,0,0,0,0,0,19,SHRYOCK K
AERO-201-502,15,17,2,0,0,34,3.382,0,0,0,1,0,35,SHRYOCK K
AERO-201-503,4,12,3,1,0,20,2.950,0,0,0,0,0,20,DIAZ ARTILES A
AERO-210-500,10,19,20,5,3,57,2.491,0,0,0,4,1,62,BOYD J
AERO-212-234,8,5,7,0,0,20,3.050,0,0,0,0,0,20,ANDRIENKO D
AERO-212-500,8,15,9,0,0,32,2.968,0,0,0,1,0,33,ANDRIENKO D
AERO-212-501,7,12,14,2,0,35,2.685,0,0,0,5,0,40,ANDRIENKO D
AERO-212-502,15,19,15,1,3,53,2.792,0,0,0,9,0,62,HARA K
AERO-212-503,6,12,4,1,1,24,2.875,0,0,0,2,0,26,GERAKIS A
AERO-214-500,5,12,15,10,4,46,2.086,0,0,0,1,0,47,NARAGHI M
AERO-301-200,10,4,0,0,0,14,3.714,0,0,0,0,0,14,LIMBACH C
AERO-301-500,23,31,2,0,0,56,3.375,0,0,0,0,0,56,LIMBACH C
AERO-301-501,7,16,20,0,1,44,2.636,1,0,0,2,0,47,TROPINA A
AERO-303-500,9,15,12,2,0,38,2.815,0,0,0,3,0,41,POLUDNENKO O
AERO-304-200,7,1,0,0,0,8,3.875,0,0,0,0,0,8,KINRA V
AERO-304-500,28,24,7,3,0,62,3.241,0,0,0,2,0,64,KINRA V
AERO-304-501,14,9,7,5,0,35,2.914,0,0,0,0,0,35,KINRA V
AERO-306-500,1,16,9,7,4,37,2.081,0,0,0,0,0,37,WHITCOMB J
AERO-310-500,10,8,15,1,1,35,2.714,0,0,0,1,0,36,CHAKRAVORTY S
AERO-310-501,35,20,4,2,1,62,3.387,0,0,0,0,0,62,BHATTACHARYA R
AERO-321-500,4,20,43,4,2,73,2.273,0,0,0,0,0,73,VADALI S
AERO-351-500,4,24,17,10,7,62,2.129,1,0,0,2,0,65,CIZMAS P
AERO-401-501,44,0,0,0,0,44,4.000,0,0,0,0,0,44,LUTZ W
AERO-401-502,34,1,0,0,0,35,3.971,0,0,0,0,0,35,POLLOCK T
AERO-401-503,25,0,0,0,0,25,4.000,0,0,0,0,0,25,SELVA VALERO D
AERO-402-501,25,0,0,0,0,25,4.000,0,0,0,0,1,26,ELMENDORF H
AERO-402-502,8,0,0,0,0,8,4.000,0,0,0,0,0,8,POLLOCK T
AERO-402-503,19,0,0,0,0,19,4.000,0,0,0,0,0,19,CHAMITOFF G
AERO-404-500,18,11,0,0,0,29,3.620,0,0,0,1,0,30,TALREJA R
AERO-413-501,19,28,15,2,0,64,3.000,0,0,0,3,0,67,WONG Z
AERO-419-500,23,21,0,0,0,44,3.522,0,0,0,1,0,45,KARPETIS A
AERO-420-500,7,7,6,0,0,20,3.050,0,0,0,1,0,21,STRGANAC T
AERO-422-500,7,18,13,5,0,43,2.627,1,0,0,4,0,48,VADALI S
AERO-423-200,4,2,0,0,0,6,3.666,0,0,0,0,0,6,MORTARI D
AERO-423-500,37,44,5,0,1,87,3.333,0,0,0,1,0,88,MORTARI D
AERO-428-500,8,17,1,0,0,26,3.269,0,0,0,1,0,27,CHAKRAVORTY S
AERO-430-500,32,15,7,3,3,60,3.166,0,0,0,5,0,65,STROUBOULIS T
AERO-435-500,4,16,3,0,0,23,3.043,0,0,0,2,0,25,BOWERSOX R
AERO-452-500,24,26,16,1,0,67,3.089,0,0,0,2,0,69,KARPETIS A
AERO-455-500,7,13,0,0,0,20,3.350,0,0,0,0,0,20,MOBLE B
AERO-472-500,28,8,0,2,0,38,3.631,0,0,0,1,0,39,WHITE E
AERO-485-502,5,1,0,0,0,6,3.833,0,0,0,0,0,6,TICHENOR N
AERO-485-503,26,10,5,0,1,42,3.428,0,0,0,2,0,44,CRUZADO GARCIA A
AERO-485-506,17,2,1,0,0,20,3.800,0,0,0,0,0,20,TICHENOR N
AERO-485-507,16,3,0,0,0,19,3.842,0,0,0,0,0,19,TICHENOR N
AERO-485-508,13,3,1,0,0,17,3.705,0,0,0,0,0,17,TICHENOR N
AERO-485-509,14,4,0,0,0,18,3.777,0,0,0,0,0,18,TICHENOR N
AERO-485-510,14,0,0,1,0,15,3.800,0,0,0,0,0,15,TICHENOR N
AERO-489-501,9,4,1,0,0,14,3.571,0,0,0,1,0,15,HARTL D
AERO-601-600,20,3,0,0,1,24,3.708,0,0,0,0,0,24,WHITE E
AERO-603-600,15,25,7,0,0,47,3.170,0,0,0,1,0,48,TORKI HARCHEGANI M
AERO-622-600,26,14,7,0,0,47,3.404,0,0,0,1,0,48,HURTADO J
AERO-625-601,14,7,1,0,0,22,3.590,0,1,0,0,0,23,VALASEK J
AERO-632-600,7,1,0,0,0,8,3.875,0,0,0,0,0,8,BHATTACHARYA R
AERO-643-601,15,7,2,1,0,25,3.440,1,0,0,0,0,26,DONZIS D
AERO-655-600,8,2,0,0,0,10,3.800,0,0,0,0,0,10,MOBLE B
AERO-673-600,13,1,0,0,0,14,3.928,0,0,0,0,0,14,REED H
AERO-676-600,16,4,0,0,0,20,3.800,0,0,0,0,0,20,BOWERSOX R
AERO-685-615,5,0,0,0,0,5,4.000,0,0,0,0,0,5,STROUBOULIS T
AERO-689-601,7,1,0,0,0,8,3.875,0,0,0,0,0,8,POLUDNENKO O
AERO-689-602,5,0,0,0,0,5,4.000,3,0,0,1,0,9,ALFRIEND K
AERO-689-604,18,3,1,0,0,22,3.772,0,0,0,0,0,22,MAJJI M
AERO-689-605,10,3,0,0,0,13,3.769,0,0,0,0,0,13,DUNBAR B
AERO-689-606,8,0,0,0,0,8,4.000,0,0,0,0,0,8,MOBLE B
MEMA-613-600,8,1,0,0,0,9,3.888,0,0,0,0,0,9,TALREJA R
MEMA-641-600,3,2,2,2,0,9,2.666,0,0,0,0,0,9,LE GRAVEREND J
BMEN-101-200,13,1,0,0,0,14,3.928,0,0,0,0,0,14,PEAK C
BMEN-101-201,15,0,0,0,0,15,4.000,0,0,0,0,0,15,PEAK C
BMEN-101-500,64,2,0,0,0,66,3.969,0,0,0,0,0,66,PEAK C
BMEN-101-501,63,2,0,0,0,65,3.969,0,0,0,0,0,65,PEAK C
BMEN-207-200,12,1,0,0,0,13,3.923,0,0,0,0,0,13,APPLEGATE B
BMEN-207-201,10,4,0,0,0,14,3.714,0,0,0,0,0,14,APPLEGATE B
